2.813595077987770003e-04,9.895176947458431908e-05,8.554120255106775566e-05,6.508103947351009542e-05,5.711592167260214856e-05,7.829126171886642723e-05,9.673182100343887771e-05,7.237154133584361220e-05,1.268081071715206369e-04,1.248364633536299556e-04,6.511220685294126585e-05,7.045878785775494253e-05,7.801307654465033817e-05,1.151601968801313811e-04,9.547461321134440146e-05,8.976014573120337145e-05,9.551806127034616692e-05,8.354677288466065240e-05,1.140603955177457680e-04,9.541251735723806473e-05,4.496091339089345435e-05,4.028515909715626433e-05,4.980522606496048130e-05,7.335660777949198420e-05,9.169160668680818600e-05,1.141887390053329736e-04,1.226144952520013577e-04,7.594479456879208573e-05,5.949395467230392541e-05,4.680003185698905109e-05,3.955799861816524553e-05,7.742535038079852410e-05,5.107456278184139859e-05,7.303810046449308961e-05,4.728882389929379916e-05,7.728384374361247874e-05,7.403526181133642328e-05,1.121044184110973234e-04,8.607976711781013834e-05,9.767411285897567813e-05,1.064567146218174491e-04,7.365597527070139527e-05,7.396093548696804478e-05,4.766934940356790091e-05,9.056930371391097437e-05,4.420530414030527435e-05,4.734338211491730775e-05,1.078889542807976739e-04,7.364355459994783421e-05,7.573935716462274826e-05
9.895176947458431908e-05,4.275418272108983905e-04,1.146656192367229209e-04,1.005170935161130391e-04,7.574625950961413163e-05,1.038684108811497442e-04,1.591090669647769826e-04,2.385559638413934118e-04,1.512728911119216499e-04,1.493497553282236692e-04,8.099362785015905828e-05,1.204629229730372450e-04,1.129066464687299810e-04,2.036522654497381396e-04,1.149444261150906572e-04,1.022444722839664980e-04,1.200458069316910425e-04,8.794893404528845342e-05,1.445513543161601846e-04,1.198786656813691513e-04,6.534597618245384636e-05,4.556374834842946616e-05,7.671044969287370708e-05,9.394332458161813910e-05,1.337035329589653077e-04,1.621759341219548888e-04,1.581094428498042723e-04,9.207592878157083304e-05,7.476901520998568442e-05,6.786150725806735747e-05,3.908273558257418406e-05,9.485967510959049907e-05,6.468327921288632249e-05,8.505818477108669363e-05,6.032656955767406608e-05,1.023783489146756905e-04,9.401612782999626508e-05,1.469568358226593281e-04,1.057117463630921438e-04,1.233943120671059123e-04,1.145620050800606044e-04,1.100158143510938924e-04,1.012502222889936980e-04,5.600293061362960424e-05,1.308735238660142265e-04,5.576827866307520505e-05,6.795784337247023574e-05,1.211758655964207169e-04,1.028570370276394398e-04,1.059416085580824879e-04
8.554120255106775566e-05,1.146656192367229209e-04,2.186121563801075667e-04,7.412507289303053230e-05,6.859595266204406244e-05,9.118162380236763702e-05,9.821125807965238761e-05,1.050808347736542170e-04,1.369452671575323137e-04,1.268333782846967496e-04,8.281957693839436482e-05,8.220551617228127157e-05,9.416608716848924327e-05,1.006361586056696034e-04,1.085567897226184716e-04,1.104411270342348382e-04,1.190237806841082358e-04,1.157696947732567849e-04,1.312696064734240995e-04,1.150710778413826689e-04,5.719776242189441825e-05,5.099292918753484647e-05,6.847452136066465081e-05,7.880352588639196658e-05,9.808220594388340719e-05,1.461078544449683132e-04,1.448867889145360425e-04,9.021176091251651525e-05,6.789761310926828778e-05,6.356410055948955810e-05,5.318286833776262880e-05,8.252164719458181274e-05,5.826576468386109823e-05,8.619815706219654497e-05,5.883462036644400569e-05,9.342294100394224899e-05,8.649263614564071966e-05,1.200356018689573270e-04,8.837634452220393321e-05,1.159594395657951996e-04,1.005431348334228584e-04,8.209759199926950821e-05,9.018223789506094848e-05,6.019625733745117093e-05,1.038905752766402314e-04,5.527315641680272541e-05,6.592602493172354766e-05,1.147903719123017811e-04,8.765086174716416251e-05,8.193088446948194447e-05
6.508103947351009542e-05,1.005170935161130391e-04,7.412507289303053230e-05,2.849409130800928370e-04,8.738665547604522010e-05,8.004795336817352425e-05,9.123208317625564740e-05,1.108655605646457983e-04,1.097285371092465684e-04,9.343603922983734656e-05,6.479210347058820272e-05,1.197054492432646927e-04,8.481177165346111160e-05,1.074344714640355247e-04,8.547133511652987175e-05,6.857152970130630056e-05,9.316496346596922831e-05,7.060405954397786562e-05,1.087795206790485251e-04,8.992039953501910251e-05,5.922550223265163550e-05,4.181826524809873868e-05,8.006247803130229340e-05,8.238690979721143850e-05,9.157131518001542262e-05,1.229312868680229132e-04,1.154336288953507851e-04,6.595485512432871361e-05,7.161541313438326889e-05,8.219836373387619060e-05,4.166158796141451341e-05,9.502727237410296430e-05,4.830970057334671132e-05,6.164378681691222114e-05,4.754388224431748674e-05,9.010793113994774897e-05,7.209123623638978248e-05,1.117924554985176100e-04,8.516316041634083942e-05,8.557968588710075208e-05,7.453608903529842708e-05,1.466116277980063394e-04,8.394834955592319140e-05,5.006059592420401784e-05,1.294313150990846839e-04,4.546805065200025265e-05,5.536605200412498309e-05,8.421661729366656255e-05,9.958328455465581064e-05,9.305766788488808788e-05
5.711592167260214856e-05,7.574625950961413163e-05,6.859595266204406244e-05,8.738665547604522010e-05,1.330705848235502623e-04,8.687532685040986699e-05,7.035272082200464446e-05,6.774054844399273378e-05,1.143475734249730540e-04,9.860561072970878472e-05,7.405700820627975761e-05,9.059921487331951346e-05,8.343635750421402280e-05,7.923828891584214012e-05,9.301164692831017820e-05,7.142703281669309434e-05,9.862813740644230847e-05,7.019873649026137671e-05,1.065382944102821392e-04,9.224591001901346840e-05,6.295096632557610158e-05,4.471715064192666612e-05,8.324363693630656969e-05,6.945381626857546485e-05,7.564083260837857860e-05,1.234180805196713644e-04,1.193835824609810364e-04,7.960134221136087797e-05,6.877339273298540157e-05,7.894674421932513576e-05,4.950141048383442920e-05,8.035950618959358522e-05,4.647450731348118423e-05,5.881217344941878716e-05,5.178500612961946931e-05,8.121588913827377761e-05,7.956340124311933419e-05,1.035220468772821693e-04,7.454342774096152770e-05,8.422317049498211539e-05,7.853788705226143489e-05,9.683579586751860687e-05,8.205015632965668721e-05,5.463891539065083360e-05,1.002272241070307856e-04,5.147277742696086531e-05,5.944454792928435100e-05,8.280082685878485812e-05,8.566323752535327763e-05,6.280960616637873016e-05
7.829126171886642723e-05,1.038684108811497442e-04,9.118162380236763702e-05,8.004795336817352425e-05,8.687532685040986699e-05,1.815645084606830339e-04,9.163993248128346752e-05,8.975833108235882507e-05,1.760078319163674158e-04,1.526934544301938564e-04,1.016673491470587861e-04,8.880040509824314832e-05,1.075849167988896318e-04,1.052700799535565793e-04,1.338445136335732156e-04,1.027370926758740846e-04,1.488458573569246743e-04,9.521772683972335707e-05,1.550797771890601213e-04,1.403647958603319553e-04,6.789932121755718668e-05,5.192112600108056783e-05,7.761603607665680906e-05,8.734603297628783832e-05,9.443212308096244787e-05,1.975254472624137002e-04,1.831518896739154256e-04,1.108733450307865552e-04,7.907089429271728582e-05,7.265289247915524397e-05,5.673404250867195264e-05,9.332366679194913019e-05,6.055690894348035185e-05,8.580313342760092284e-05,6.792875487989113070e-05,1.008718525358670196e-04,1.031593364551752095e-04,1.453634767665356990e-04,1.084874512214420124e-04,1.129625428080038879e-04,1.030960079829986651e-04,8.759647557022783059e-05,1.034294038609066330e-04,6.913867818211192348e-05,9.730556527175017521e-05,6.315296589391256260e-05,6.863512189554805390e-05,1.374886928564215776e-04,9.234459720189622061e-05,8.403889215899138843e-05
9.673182100343887771e-05,1.591090669647769826e-04,9.821125807965238761e-05,9.123208317625564740e-05,7.035272082200464446e-05,9.163993248128346752e-05,2.504735804929523980e-04,1.472001315890281940e-04,1.404701354240364751e-04,1.242026962813339822e-04,7.683134997257552029e-05,9.347257205702901419e-05,9.213988049638743686e-05,1.392002481362996974e-04,1.045742555274326469e-04,8.984918080922539335e-05,1.102140171934374007e-04,7.540631261032728911e-05,1.193321388173849707e-04,1.123148266238775385e-04,5.526092143552036929e-05,4.384414593558809279e-05,6.297585363308710828e-05,7.791894199492719274e-05,1.033255625938730358e-04,1.491634144482313574e-04,1.440274953052504768e-04,7.938714487343696792e-05,7.092940872866545371e-05,6.518828243649930475e-05,4.825159124623904330e-05,8.064606519967724085e-05,5.274009282943122810e-05,7.720776188719445502e-05,5.321953523518099159e-05,8.173515133927541053e-05,8.476836112834115115e-05,1.173118432863840568e-04,9.053391188272251185e-05,1.004250490675151079e-04,1.010662259077350076e-04,1.096639796885118441e-04,8.292216779984951233e-05,5.366245532960431142e-05,1.120424286330973408e-04,5.044741869865673923e-05,5.725068719126296854e-05,1.060503898908607022e-04,8.615222604825144466e-05,8.757317085241986840e-05
7.237154133584361220e-05,2.385559638413934118e-04,1.050808347736542170e-04,1.108655605646457983e-04,6.774054844399273378e-05,8.975833108235882507e-05,1.472001315890281940e-04,1.407341298996407164e-03,1.738533470269971353e-04,1.635486971251642494e-04,8.125754355286165403e-05,1.186166251238218380e-04,1.004585881203875607e-04,2.335179291045549909e-04,1.073453418818941154e-04,1.050140466350409839e-04,1.130027665968332809e-04,8.832475763740987125e-05,1.633981188113475976e-04,1.263731893001547254e-04,5.514020082525250912e-05,4.309917018686127565e-05,7.936912928206579809e-05,8.965086014363535087e-05,1.425783823739794874e-04,1.628361470803538886e-04,1.757023951097308142e-04,8.665629655521435036e-05,6.760799396189600340e-05,5.348214232803857659e-05,3.680378537241274029e-05,9.382410958824679041e-05,4.581289074696250541e-05,7.050087963337470416e-05,3.915379322146269188e-05,8.134561175636437149e-05,8.723594662474298930e-05,1.421378907826040630e-04,1.007834041832513216e-04,1.227081986194449384e-04,1.206698786398256029e-04,1.205272325574574153e-04,9.219653118732830442e-05,3.740747953887104446e-05,1.157895185471241161e-04,3.859407517969382691e-05,6.188172543768725607e-05,1.400326562176131570e-04,1.249460238793607481e-04,1.126648907574056793e-04
1.268081071715206369e-04,1.512728911119216499e-04,1.369452671575323137e-04,1.097285371092465684e-04,1.143475734249730540e-04,1.760078319163674158e-04,1.404701354240364751e-04,1.738533470269971353e-04,5.225830534407996039e-04,2.353268042602412260e-04,1.371872515934023477e-04,1.348269407456001261e-04,1.695280511384231745e-04,1.622175991623888477e-04,2.564101086828265660e-04,1.612681386998572380e-04,3.081625154481131283e-04,1.295515337944382235e-04,2.492073288017230322e-04,2.889048358723849633e-04,8.803270706348234869e-05,7.122948600068363149e-05,1.070585910678096636e-04,1.330271342448508030e-04,1.434661184778307345e-04,4.194947072660660994e-04,4.084882922289940241e-04,1.531483770317535603e-04,1.192753439711405372e-04,9.411856126111669359e-05,6.587071641762805285e-05,1.452700443381334759e-04,7.624932070480942381e-05,1.086093411712399712e-04,9.145526631327831227e-05,1.516526801467929216e-04,1.784325473363261529e-04,2.799946903767191607e-04,1.622082282800361801e-04,1.778619472856116297e-04,1.524103305611415420e-04,1.376225161401559290e-04,1.498177744647326119e-04,8.734935774276276110e-05,1.421932270332566274e-04,7.921005498960733196e-05,8.300459912946968940e-05,2.049738688065786589e-04,1.536136386690284514e-04,1.287755412406405486e-04
1.248364633536299556e-04,1.493497553282236692e-04,1.268333782846967496e-04,9.343603922983734656e-05,9.860561072970878472e-05,1.526934544301938564e-04,1.242026962813339822e-04,1.635486971251642494e-04,2.353268042602412260e-04,3.668537472003385413e-04,1.262179743072336347e-04,1.203632336171416765e-04,1.397493091738464296e-04,1.714084472415506341e-04,1.674402281233591610e-04,1.450487707882352378e-04,1.821932984918090239e-04,1.366898881385148314e-04,2.265474535428177070e-04,1.824358843991100143e-04,7.678473338825546834e-05,5.817354319909087831e-05,9.148264080057728973e-05,1.112584467449380648e-04,1.293744148836723645e-04,2.512193663905033401e-04,2.404115263355215799e-04,1.431318010223436789e-04,1.003100458775078407e-04,7.730216392057938021e-05,5.689566287387615401e-05,1.088251987666862181e-04,7.131411144407060788e-05,1.098008812493095137e-04,7.447923909772542685e-05,1.385767827345403059e-04,1.302777369874052798e-04,1.982176267975988666e-04,1.514675869553817238e-04,1.645290435980225816e-04,1.595234018189625811e-04,1.336976047278705122e-04,1.282341468468140792e-04,7.084394596229037810e-05,1.350909701950358914e-04,6.922483517478782101e-05,7.969774339901451276e-05,2.361530280315173069e-04,1.223397742639947513e-04,1.192134864576276641e-04
